item_id,L1,GLMM_score,joined_text
82,cn,0.009915511,不时髦的 [SEP] 你看起来一点也不时尚——该好好打扮一下了！ [SEP] u____________ [SEP] unfashionable
83,cn,0.572002735,窗帘 [SEP] 请把窗帘拉上。 [SEP] c______ [SEP] curtain
84,cn,-2.638625977,转换器 [SEP] 两国电压不同，需要一个转换器。 [SEP] c________ [SEP] converter
85,cn,-0.064630238,有黏性的 [SEP] 面团仍然很粘手。 [SEP] s_____ [SEP] sticky
86,cn,-1.953157377,浓缩的 [SEP] 这瓶浓缩果汁需要兑水。 [SEP] c___________ [SEP] concentrated
87,cn,-1.614726064,圆锥体 [SEP] 你会求圆锥的体积吗？ [SEP] c___ [SEP] cone
88,cn,2.136740383,径直 [SEP] 直走到红绿灯处右拐。 [SEP] s_______ [SEP] straight
89,cn,-0.716806564,广播电视业 [SEP] 他离开广告业后又进军广播电视行业。 [SEP] b___________ [SEP] broadcasting
90,cn,1.617666726,旅游 [SEP] 你去国外旅游过吗？ [SEP] t_____ [SEP] travel
91,cn,0.483454018,展览会 [SEP] 我们去看了梵高的作品展。 [SEP] e_________ [SEP] exhibition
92,cn,-0.265947788,注射 [SEP] 她患糖尿病后，每天需要胰岛素注射。 [SEP] i________ [SEP] injection
93,cn,2.177205335,老爸 [SEP] “老爸，能帮我把书拿过来吗？” [SEP] d____ [SEP] daddy
94,cn,1.983766095,成人 [SEP] 成人的票价是1.5镑，儿童减半。 [SEP] a____ [SEP] adult
95,cn,-2.532108027,动荡 [SEP] 政治动荡很快导致经济萧条。 [SEP] t_________ [SEP] turbulence
96,cn,-1.407464305,真实性 [SEP] 这封信的真实程度（是否伪造）值得怀疑。 [SEP] a___________ [SEP] authenticity
97,cn,3.656261979,十 [SEP] 班上有十个学生。 [SEP] t__ [SEP] ten
98,cn,0.22947094,障碍 [SEP] 要达到目标，你面前只有最后一道障碍了。 [SEP] b______ [SEP] barrier
99,cn,0.124668615,评论 [SEP] 政府禁止对这一事件的评论。 [SEP] c______ [SEP] comment
100,cn,2.875184752,英语的 [SEP] 我正在练习英语发音。 [SEP] e______ [SEP] english
101,cn,0.255645845,精英 [SEP] 她自认属于社会精英。 [SEP] e____ [SEP] elite
102,cn,-2.361274953,啪地一声断裂 [SEP] 扁担不堪重负啪地一声断了。 [SEP] s___ [SEP] snap
103,cn,3.671984058,一生 [SEP] 她度过了幸福的一生。 [SEP] l___ [SEP] life
104,cn,2.824906669,肯定的 [SEP] “你确定今天不会下雨？”“我确定。” [SEP] s___ [SEP] sure
105,cn,1.276480807,承诺 [SEP] 他承诺会在月底还钱。 [SEP] p______ [SEP] promise
106,cn,2.680275885,与…搏斗 [SEP] 我们要与无处不在的性别歧视相斗争。 [SEP] f____ [SEP] fight
107,cn,0.994929365,怀疑 [SEP] 我的心中对上帝的存在仍有怀疑。 [SEP] d____ [SEP] doubt
108,cn,0.512061581,生动的 [SEP] 1)他对那天的场景作了生动的描述。2)我对那天的记忆仍很清晰。 [SEP] v____ [SEP] vivid
109,cn,-1.553715843,壮观的 [SEP] 在海岬上看日出真是壮观！ [SEP] s__________ [SEP] spectacular
110,cn,-0.599289542,忽视 [SEP] 1)他们忽视了可能存在的风险。2)请检查你是否漏掉了重要信息。 [SEP] o_______ [SEP] overlook
111,cn,1.691376128,毕业 [SEP] 她2015年从大学毕业。 [SEP] g_______ [SEP] graduate
112,cn,-2.041409997,劳损 [SEP] 1)在黑夜里看书容易劳损眼睛。2)我必须努力才能跟上他的步子。 [SEP] s_____ [SEP] strain
113,cn,-1.189213281,和…相关联的 [SEP] 被认为和毒品相关联的疾病数不胜数。 [SEP] a_________ [SEP] associated
114,cn,-0.863283055,织 [SEP] 她夜以继日地织布，等待丈夫回来。 [SEP] w____ [SEP] weave
115,cn,0.79551417,藏品 [SEP] 1)大英博物馆的古埃及藏品数量庞大。2)我买了一本雷蒙德·卡佛的短篇小说作品集。 [SEP] c_________ [SEP] collection
116,cn,-1.931396111,霰弹枪 [SEP] 他带着霰弹枪去打猎。 [SEP] s______ [SEP] shotgun
117,cn,-0.476717451,评估 [SEP] 我们正在评估这处房产的价值。 [SEP] a_____ [SEP] assess
118,cn,-0.251714004,主观地 [SEP] 他们让受试者主观地选出心目中最好的五座大学。 [SEP] s___________ [SEP] subjectively
119,cn,-1.117289857,必需品 [SEP] 她把日常的必需品装进背包。 [SEP] n________ [SEP] necessity
120,cn,-0.483874322,组成 [SEP] 组委会由六位专家组成。 [SEP] c______ [SEP] consist
121,cn,1.687627352,返回 [SEP] 他的母亲正在焦急等待他的返回。 [SEP] r_____ [SEP] return
122,cn,0.209864653,存放 [SEP] 她把剩下的草莓存放在保鲜盒里。 [SEP] s____ [SEP] store
123,cn,0.934588276,牛仔 [SEP] 他喜欢看西部牛仔片。 [SEP] c_____ [SEP] cowboy
124,cn,-1.237751467,库存 [SEP] 超市有大量的食品库存。 [SEP] s____ [SEP] stock
125,cn,2.296203018,恨 [SEP] 她的爱现在变成了恨。 [SEP] h___ [SEP] hate
126,cn,1.602229855,煮沸 [SEP] 水煮沸后，放入适量面条。 [SEP] b___ [SEP] boil
127,cn,-0.907579465,寒冷 [SEP] 他一出门就感到一阵寒冷。 [SEP] c____ [SEP] chill
128,cn,-1.630406925,不活跃 [SEP] 这个账户突然的不活跃引起了警方注意。 [SEP] i_________ [SEP] inactivity
129,cn,-1.881729226,经过转变的 [SEP] 婚姻把她变成一个皈依的基督徒。 [SEP] c________ [SEP] converted
130,cn,-2.029921673,成为物质现实 [SEP] 校长许诺的新学生公寓迟迟没有成为现实。 [SEP] m__________ [SEP] materialize
131,cn,-1.098448624,年轻人 [SEP] 这次音乐夏令营是为10-16岁的年轻人开办的。 [SEP] y________ [SEP] youngster
132,cn,0.087666165,交上 [SEP] 我提前交上了项目报告。 [SEP] s_____ [SEP] submit
133,cn,1.300822531,哭泣（的动作或状态） [SEP] 哭泣对身体有害吗？ [SEP] c_____ [SEP] crying
134,cn,0.01321969,温暖地 [SEP] 天气冷，但她穿得很暖和。 [SEP] w_____ [SEP] warmly
135,cn,2.255975014,每（人、小时等） [SEP] 收费标准是10元每人。 [SEP] p__ [SEP] per
136,cn,-1.722885697,量子 [SEP] 他学习量子物理学。 [SEP] q______ [SEP] quantum
137,cn,-1.617669598,叠 [SEP] 首相忙着批复桌上的一叠文件。 [SEP] s____ [SEP] stack
138,cn,-1.030021981,档案 [SEP] 这些报告保存在官方的档案里。 [SEP] a______ [SEP] archive
139,cn,-1.366340237,惹恼 [SEP] 她尖锐的嗓音让我烦躁。 [SEP] i_______ [SEP] irritate
140,cn,-2.133093049,大灾难 [SEP] 汶川地震是一场空前的灾难。 [SEP] c__________ [SEP] catastrophe
141,cn,0.144762083,"使发咔嚓声 [SEP] 1)若需要翻页，请点击""下一页""。2)我咔嗒一声给他拷上了手铐。 [SEP] c____ [SEP] click"
142,cn,1.173487704,不 [SEP] 1)“这是你的丈夫吗？”“不，他不是。”2)这不是一柄烟斗。 [SEP] n__ [SEP] not
143,cn,-0.676431729,可能地 [SEP] 她明天很可能会来。 [SEP] p_______ [SEP] probably
144,cn,1.861683471,评判 [SEP] 1)不要随意评判别人。2)这家机构将评判这些餐馆的质量。 [SEP] j____ [SEP] judge
145,cn,-2.347532415,按年代顺序地 [SEP] 老师将这些历史事件按年代顺序排列。 [SEP] c______________ [SEP] chronologically
146,cn,-2.78463012,静止的 [SEP] 出生率在五年的停滞后终于有了微弱增长。 [SEP] s_____ [SEP] static
147,cn,0.765176775,合同 [SEP] 她违背了和公司的保密合同，需要支付违约金。 [SEP] c_______ [SEP] contract
148,cn,-1.697284124,女性主义 [SEP] 女性主义的出发点是两性平等。 [SEP] f_______ [SEP] feminism
149,cn,-2.661787829,网页 [SEP] 1)他打开了新网页。2)他学习使用网页设计软件。 [SEP] w______ [SEP] webpage
150,cn,0.683270816,收到 [SEP] 我收到了一封信。 [SEP] r______ [SEP] receive
151,cn,1.452639246,微小的 [SEP] 她的怀里抱着一个小极了的婴儿。 [SEP] t___ [SEP] tiny
152,cn,1.371411013,政策 [SEP] 国家改变了环境政策。 [SEP] p_____ [SEP] policy
153,cn,1.151303599,其次 [SEP] 首先，我要求依法减少工人的工作时间，其次，我要求为工人提高时薪。 [SEP] s_______ [SEP] secondly
154,cn,-2.116117843,神秘主义者 [SEP] 布拉瓦茨基夫人是一位著名的神秘主义者。 [SEP] m_____ [SEP] mystic
155,cn,1.477838907,承诺 [SEP] 他没能实现对妻子的承诺。 [SEP] p______ [SEP] promise
156,cn,-1.374986075,必死性 [SEP] 1)年轻人很少严肃考虑人必死的事实。2)基督教认为人的必死性是对原罪的惩罚。 [SEP] m________ [SEP] mortality
157,cn,-1.164272086,尼龙 [SEP] 这顶帽子是尼龙制的。 [SEP] n____ [SEP] nylon
158,cn,-2.712549712,数量可观的 [SEP] 1)失业水平有了显著的下降。2)城市的规模有了可观的增长。 [SEP] s__________ [SEP] substantial
159,cn,-1.063079204,死板的 [SEP] 公司有个死板的请假制度。 [SEP] r____ [SEP] rigid
160,cn,-0.368660296,事情 [SEP] 你做了一件好事。 [SEP] d___ [SEP] deed
161,cn,-0.445067258,开发商 [SEP] 居民正在与开发商谈判。 [SEP] d________ [SEP] developer
162,cn,-1.954768689,乐于接受的 [SEP] 我的父亲对新观念和新想法都很乐于接受。 [SEP] r________ [SEP] receptive
163,cn,0.412971514,强烈地 [SEP] 我强烈相信他是被冤枉的，只是苦于找不到证据。 [SEP] s_______ [SEP] strongly
164,cn,-0.094327967,相对地 [SEP] 相对少的女性选择做机械工程师。 [SEP] r_________ [SEP] relatively
165,cn,0.876540094,占据 [SEP] 她占据了这张办公桌。 [SEP] o_____ [SEP] occupy
166,cn,0.719763858,噩梦 [SEP] 那场车祸成了她的噩梦。 [SEP] n________ [SEP] nightmare
167,cn,-2.747466393,动员 [SEP] 政府发起了对救灾志愿者的动员。 [SEP] m___________ [SEP] mobilization
168,cn,2.577562428,我的 [SEP] 那本书是我的，请不要拿走。 [SEP] m___ [SEP] mine
169,cn,-2.197822854,凤凰 [SEP] 龙和凤都是中国传统的吉祥动物。 [SEP] p______ [SEP] phoenix
170,cn,0.936153046,也许 [SEP] 也许她病了。 [SEP] m____ [SEP] maybe
171,cn,-3.085965808,发声地 [SEP] 艺人们纷纷发声表态反对吸毒。 [SEP] v______ [SEP] vocally
172,cn,2.728354064,梦想家 [SEP] 她是个满脑子怪想法的梦想家。 [SEP] d______ [SEP] dreamer
173,cn,0.131988337,实验性的 [SEP] 这只是一个小规模的、实验性的项目。 [SEP] e___________ [SEP] experimental
174,cn,2.283099147,纯的 [SEP] 这件上衣是由纯羊毛制成的。 [SEP] p___ [SEP] pure
175,cn,1.540908485,电的 [SEP] 我们用上了电热水壶。 [SEP] e_______ [SEP] electric
176,cn,-0.222019899,人 [SEP] 他是个不错的小伙子。 [SEP] f_____ [SEP] fellow
177,cn,-0.360662597,令人鼓舞的 [SEP] 治疗的进展很令人鼓舞。 [SEP] e__________ [SEP] encouraging
178,cn,-1.575141606,倾斜 [SEP] 1)她倾斜杯子倒出水来。2)船忽然开始倾斜。 [SEP] t___ [SEP] tilt
179,cn,-1.332758063,狂怒地 [SEP] 他狂怒地冲出了办公室。 [SEP] f________ [SEP] furiously
180,cn,0.311821906,有效的 [SEP] 这种教育方法对孩子很有效。 [SEP] e________ [SEP] effective
181,cn,-1.830054112,明确地 [SEP] 我明确对他表示我不喜欢他。 [SEP] e_________ [SEP] explicitly
182,cn,-2.203353409,合并 [SEP] 这两家科技公司的合并成为本年度最大的科技事件。 [SEP] m_____ [SEP] merger
183,cn,1.270725938,一…就… [SEP] 我一接到消息就告诉你。 [SEP] s___ [SEP] soon
184,cn,-3.672515217,使焕发新生 [SEP] 政府希望复兴东北老工业基地。 [SEP] r_________ [SEP] regenerate
185,cn,1.906393031,头脑 [SEP] 1）我渴望内心的宁静。2）他的脑子里全是昨天她说的话。 [SEP] m___ [SEP] mind
186,cn,2.866663278,火车 [SEP] 我想坐火车去俄罗斯。 [SEP] t____ [SEP] train
187,cn,-2.553517408,暴行 [SEP] 警方的暴行激起了民众的反抗。 [SEP] b________ [SEP] brutality
188,cn,-3.027355208,恰巧适合自己的职位 [SEP] 她终于在设计界找到了恰巧适合自己的位置。 [SEP] n____ [SEP] niche
189,cn,-0.681793552,实施 [SEP] 政府将实施这项新的环保政策。 [SEP] i________ [SEP] implement
190,cn,-3.248792567,莫泽雷勒干酪（一种意大利淡奶酪） [SEP] 把莫泽雷勒干酪和番茄放在匹萨饼坯上，烤十五分钟，即成玛格丽塔匹萨。 [SEP] m_________ [SEP] mozzarella
191,cn,-1.698210992,发誓 [SEP] 英国与法国发誓打击恐怖主义。 [SEP] p_____ [SEP] pledge
192,cn,-0.83425834,在场 [SEP] 老师的在场让学生都不敢玩手机。 [SEP] p_______ [SEP] presence
193,cn,2.135440477,东西 [SEP] 她喜欢各种漂亮的东西。 [SEP] t____ [SEP] thing
194,cn,-0.362407854,不规则的 [SEP] 1)他的心率不齐。2)2)空气中分子的运动是不规则的。 [SEP] i________ [SEP] irregular
195,cn,0.60635074,震惊的 [SEP] 听到她生病的消息我们都很震惊。 [SEP] s______ [SEP] shocked
196,cn,2.522202272,更少地 [SEP] 1)你应该更少喝酒。2)她吃得少了，懂得多了。 [SEP] l___ [SEP] less
197,cn,2.377260192,不健康的 [SEP] 吃太多糖是很不健康的。 [SEP] u________ [SEP] unhealthy
198,cn,-2.042463647,遵从 [SEP] 对方公司的要求之一就是对规章制度的完全遵从。 [SEP] c_________ [SEP] compliance
199,cn,0.84146444,诊所 [SEP] 他从医院退休后开了家诊所。 [SEP] c_____ [SEP] clinic
200,cn,-0.268686931,租赁 [SEP] 他开一家汽车租赁公司。 [SEP] r_____ [SEP] rental
201,cn,0.837233602,四分之一 [SEP] 他拥有全部股权的四分之一。 [SEP] q______ [SEP] quarter
202,cn,-1.556689988,孕期 [SEP] 她正处在孕期的第32周。 [SEP] p________ [SEP] pregnancy
203,cn,-4.297180272,强调 [SEP] 他强调了校车安全的重要性。 [SEP] u_________ [SEP] underscore
204,cn,-1.51474543,检测 [SEP] 他们开展对河水重金属含量的检测。 [SEP] t______ [SEP] testing
205,cn,1.124377846,社会 [SEP] 我怕孩子在社会上遭遇危险。 [SEP] s______ [SEP] society
206,cn,-0.441648973,资本家 [SEP] 资本家和工人发生了冲突。 [SEP] c_________ [SEP] capitalist
207,cn,-1.445934093,猜疑的 [SEP] 1)我对甜言蜜语的人都心存怀疑。2)他态度的突然转变让我怀疑起来。 [SEP] s_________ [SEP] suspicious
208,cn,-0.657752453,裂缝 [SEP] 木桌上有个裂缝。 [SEP] c____ [SEP] crack
209,cn,1.864396703,流行的 [SEP] 在中国最流行的运动是什么？ [SEP] p______ [SEP] popular
210,cn,1.242345022,大老鼠 [SEP] 我在厨房里发现了一只大老鼠。 [SEP] r__ [SEP] rat
211,cn,2.997155692,头 [SEP] 他被流弹击中头部。 [SEP] h___ [SEP] head
212,cn,-0.386076433,确认 [SEP] 请邮件回复确认，否则我们将视为您放弃资格。 [SEP] c___________ [SEP] confirmation
213,cn,-4.401609508,还算 [SEP] 1)运算的结果还算准确——除了少数一些偏差之外。2)文章写得还算不错。 [SEP] r_________ [SEP] reasonably
214,cn,-0.68929488,移居者 [SEP] 城市中出现了越来越多来自农村的外来务工人员。 [SEP] m______ [SEP] migrant
215,cn,1.744705243,女性 [SEP] 男性和女性应受到平等对待。 [SEP] f_____ [SEP] female
216,cn,-1.004252697,巩固 [SEP] 这些笑话巩固了我们已有的性别刻板印象。 [SEP] r________ [SEP] reinforce
217,cn,1.087325747,皮 [SEP] 我买了一件皮夹克。 [SEP] l______ [SEP] leather
218,cn,-1.674916632,减轻 [SEP] 这种药物可以减轻疼痛。 [SEP] r______ [SEP] relieve
219,cn,0.37608095,架 [SEP] 那本书在最上面一层架子上。 [SEP] s____ [SEP] shelf
220,cn,-1.204897956,战术 [SEP] 我们的战术是寻找对方候选人的丑闻并伺机公布。 [SEP] t_____ [SEP] tactic
221,cn,-0.204493827,讽刺的 [SEP] 讽刺的事情是，他倾家荡产买下的这幅画，其实是一份赝品。 [SEP] i_____ [SEP] ironic
222,cn,-1.673038252,油门 [SEP] 他松开油门，车随之滑行了一段路程。 [SEP] a__________ [SEP] accelerator
223,cn,-2.411894583,防腐剂 [SEP] 这种食品不含防腐剂。 [SEP] p___________ [SEP] preservative
224,cn,1.872891171,按 [SEP] 如需要帮助请按按钮。 [SEP] p____ [SEP] press
225,cn,0.305030051,糟透了的 [SEP] 今天的天气很糟糕，下了一整天雨。 [SEP] a____ [SEP] awful
226,cn,3.073961141,放（枪、炮） [SEP] 长官下令开火。 [SEP] f___ [SEP] fire
227,cn,-0.045190557,数字地 [SEP] 这些信息都会以数码形式存储在硬盘上。 [SEP] d________ [SEP] digitally
228,cn,-0.604936198,方法论 [SEP] 专家们询问了这套研究的方法论。 [SEP] m__________ [SEP] methodology
229,cn,-1.456877527,对…要价过高 [SEP] 这些工艺品小贩向她多要价了。 [SEP] o_________ [SEP] overcharge
230,cn,1.141363325,小路 [SEP] 沿着这条小路就能到达山顶。 [SEP] p___ [SEP] path
231,cn,3.376388063,使用 [SEP] 电脑的使用已经十分普及。 [SEP] u__ [SEP] use
232,cn,0.748449173,以…作为主要（工作，学习或生活的）地点 [SEP] 他们决定把新公司设在纽约。 [SEP] b___ [SEP] base
233,cn,-1.050832373,犯 (罪，错误) [SEP] 犯 嫉妒使他犯罪。 [SEP] c_____ [SEP] commit
234,cn,2.535411596,互换 [SEP] 我们互换了电话号码。 [SEP] e_______ [SEP] exchange
235,cn,0.628526696,助手 [SEP] 我忙不过来，需要一位助手。 [SEP] h_____ [SEP] helper
236,cn,2.104156162,连衣裙 [SEP] 我为面试买了一条连衣裙。 [SEP] d____ [SEP] dress
237,cn,-0.758956944,意外的 [SEP] 证据表明这场大火并非偶然。 [SEP] a_________ [SEP] accidental
238,cn,-0.996943195,盘旋 [SEP] 有只苍蝇在菜肴上方盘旋。 [SEP] h____ [SEP] hover
239,cn,-0.575111464,烤架 [SEP] 他把肉放在烤架上。 [SEP] g____ [SEP] grill
240,cn,-0.758319032,参议院 [SEP] 参议院通过了这项法案。 [SEP] s_____ [SEP] senate
241,cn,1.710821209,挑中的东西 [SEP] 在那群漂亮的女孩子里，我才是他挑中的人。 [SEP] p___ [SEP] pick
242,cn,-0.073752368,分配 [SEP] 我们要保证资源的平均分配。 [SEP] d___________ [SEP] distribution
