item_id,L1,GLMM_score,joined_text
36,de,-0.684106069,Pullover [SEP] Er zieht einen warmen Pullover über. [SEP] j_____ [SEP] jumper
37,de,0.367602909,erinnern [SEP] Das Gebäude erinnert an frühere Zeiten. [SEP] r_____ [SEP] remind
38,de,0.382553342,Unfug [SEP] Glaubst du den Unfug über Ufos? [SEP] n_______ [SEP] nonsense
39,de,-1.399462542,atemberaubend [SEP] Sie kam in einem atemberaubenden Kleid zur Preisverleihung. [SEP] s_______ [SEP] stunning
40,de,2.037427671,Tee [SEP] Wie wäre es mit einer Tasse Tee? [SEP] t__ [SEP] tea
41,de,-2.656339942,Haushalt [SEP] Mein Mann und ich teilen uns den Haushalt. [SEP] h___________ [SEP] housekeeping
42,de,-0.937601484,Bürgermeister [SEP] Die Stadt hat eine neue Bürgermeisterin. [SEP] m____ [SEP] mayor
43,de,0.469227471,"Land [SEP] Auf dem Land gibt es viele Bauern, die Gemüse anbauen. [SEP] c__________ [SEP] countryside"
44,de,0.790146502,Feuerzeug [SEP] Susanne zündet sich die Zigarette mit einem Feuerzeug an. [SEP] l______ [SEP] lighter
45,de,2.487187575,Drama [SEP] Gestern habe ich ein packendes Fernsehdrama gesehen. [SEP] d____ [SEP] drama
46,de,0.899060632,schieben [SEP] Voller Vorfreude schiebt er den Einkaufswagen durch den Markt. [SEP] p___ [SEP] push
47,de,-3.561702273,glanzlos [SEP] Das Mittagessen war eine glanzlose Angelegenheit. [SEP] u__________ [SEP] unglamorous
48,de,-2.892769889,fein [SEP] Die Bedeutungsunterschiede zwischen diesen zwei Wörtern ist wirklich sehr fein. [SEP] s_____ [SEP] subtle
49,de,-1.565453345,Stamm [SEP] Diese Rosen haben einen sehr dicken Stamm. [SEP] s___ [SEP] stem
50,de,-0.073637248,"behaupten [SEP] Der Reporter behauptet, dass die Aufstände bereits vorbei wären. [SEP] c____ [SEP] claim"
51,de,-0.422869382,ansprechend [SEP] Der ansprechende Pool lädt zum Verweilen ein. [SEP] i_______ [SEP] inviting
52,de,0.225140572,an [SEP] Der Zug fährt gleich ab. Kommen Sie an Bord! [SEP] a_____ [SEP] aboard
53,de,0.634880408,vorsichtig [SEP] Sie ging vorsichtig die Straße entlang. [SEP] c________ [SEP] carefully
54,de,-1.150721647,trennen [SEP] Der Lehrer trennt die beiden streitenden Schülerinnen und versucht sie zu beruhigen. [SEP] s_______ [SEP] separate
55,de,-0.128627389,Kater [SEP] Er hat gestern Nacht zu viel getrunken und hat deshalb heute einen Kater. [SEP] h_______ [SEP] hangover
56,de,-0.341267955,Delegierter [SEP] Die Delegierten erschienen pünktlich zur Versammlung. [SEP] d_______ [SEP] delegate
57,de,1.049578673,Schloss [SEP] Ich schütze mein Fahrrad mit einem Schloss vor Diebstahl. [SEP] l___ [SEP] lock
58,de,1.498761596,jeder [SEP] Jede Stunde klingelt die Glocke. [SEP] e____ [SEP] every
59,de,-1.436285385,terroristisch [SEP] Es war der schlimmste Terroranschlag seit langem. [SEP] t________ [SEP] terrorist
60,de,0.990040296,"sich [SEP] Ich frage mich, warum sie gekündigt hat. [SEP] w_____ [SEP] wonder"
61,de,-1.30462693,überempfindlich [SEP] Die überempfindliche Reaktion der Frau ist nicht nachzuvollziehen. [SEP] h_____________ [SEP] hypersensitive
62,de,0.281646046,fallen [SEP] Die Jugendlichen lassen Steine von der Brücke fallen. [SEP] d___ [SEP] drop
63,de,0.469391675,"bemerken [SEP] Ich bemerkte, dass ich meinen Schal verloren hatte. [SEP] n___ [SEP] note"
64,de,2.392998918,"Himmel [SEP] Die Luft ist dermaßen trocken, dass keine einzige Wolke am Himmel zu sehen ist. [SEP] s__ [SEP] sky"
65,de,-0.172713646,"Seufzer [SEP] Als die Wahlergebnisse bekannt wurden, ging ein Seufzer der Erleichterung durch die Menge. [SEP] s___ [SEP] sigh"
66,de,-1.032633751,ängstlich [SEP] Ich habe ihn immer als recht ängstlichen Jungen in Erinnerung. [SEP] s_____ [SEP] scared
67,de,0.73008275,"global [SEP] Global gesehen, hat sich die Wirtschaft stark verändert. [SEP] g_______ [SEP] globally"
68,de,-0.214675885,ausgewählt [SEP] Einige ausgewählte Studierende können an der Exkursion teilnehmen. [SEP] s_____ [SEP] select
69,de,0.807918468,römisch [SEP] Die römischen Soldaten haben in Großbritannien viele Wälder gerodet. [SEP] r____ [SEP] roman
70,de,-1.971714609,Rassen [SEP] Als Verein wollen wir uns ganz besonders gegen Rassendiskriminierung einsetzen. [SEP] r_____ [SEP] racial
71,de,1.609188498,Vibrator [SEP] Er hatte noch nie einen Vibrator gesehen. [SEP] v_______ [SEP] vibrator
72,de,2.347184888,klug [SEP] Der Junge begreift neue Dinge sehr schnell. Er ist extrem klug. [SEP] c_____ [SEP] clever
73,de,-1.618262594,Aussicht [SEP] Die Aussicht für die Zukunft ist positiver als angenommen. [SEP] o______ [SEP] outlook
74,de,1.328578962,studieren [SEP] Er studierte an drei unterschiedlichen Universitäten. [SEP] s____ [SEP] study
75,de,-3.329180236,anhaltend [SEP] Die anhaltende Waffenruhe wirkt sich positiv auf die Bewohner der betroffenen Gegend aus. [SEP] c_________ [SEP] continuing
76,de,-0.91317109,schrumpfen [SEP] Muskeln ziehen sich bei Kälte zusammen. [SEP] c_______ [SEP] contract
77,de,-3.309763679,"zweideutig [SEP] Sie machte eine zweideutige Bemerkung und machte eine sehr eindeutige Geste, die alle erröten ließ. [SEP] s_________ [SEP] suggestive"
78,de,2.945735177,Küche [SEP] Die Mutter kocht in der Küche. [SEP] k______ [SEP] kitchen
79,de,1.348278335,historisch [SEP] Das Ereignis muss auch in seinem historischen Kontext gesehen werden. [SEP] h_________ [SEP] historical
80,de,-1.214519941,rückgängig [SEP] Nur dieses Medikament kann die Symptome langfristig rückgängig machen. [SEP] r______ [SEP] reverse
81,de,-0.545605345,herstellen [SEP] Die Fabrik stellt Schuhe her. [SEP] m__________ [SEP] manufacture
82,de,-3.338124843,"unzeitgemäß [SEP] Sie bewunderte seinen Stil, auch wenn er etwas unzeitgemäß war. [SEP] u____________ [SEP] unfashionable"
83,de,0.745244301,"Vorhang [SEP] Schließe den Vorhang und schalte das Licht aus, dann können wir mit dem Film beginnen. [SEP] c______ [SEP] curtain"
84,de,-1.8071745,"Umrechner [SEP] Ich benutze einen Umrechner im Internet, um herauszufinden wie viel 50 Euro in britischen Pfund sind. [SEP] c________ [SEP] converter"
85,de,0.019868085,klebrig [SEP] Die Arbeitsplatte in der Küche ist ganz klebrig und muss geputzt werden. [SEP] s_____ [SEP] sticky
86,de,0.907872582,konzentriert [SEP] Man braucht nur wenig von dem konzentrierten Waschmittel. [SEP] c___________ [SEP] concentrated
87,de,-1.606850613,Kegel [SEP] Wir zeichneten einen Kegel laut der Anleitung des Geometrielehrers. [SEP] c___ [SEP] cone
88,de,-0.080794948,"direkt [SEP] Sie soll bitte direkt nach Hause gehen, wenn sie diese Nachricht erhält. [SEP] s_______ [SEP] straight"
89,de,-0.959177517,"Rundfunk [SEP] Der Rundfunksender spielt vor allem klassische Musik und kaum Werbung, darum mag ich ihn so. [SEP] b___________ [SEP] broadcasting"
90,de,2.191565648,"reisen [SEP] Er liebt es, mit dem Zug zu reisen. [SEP] t_____ [SEP] travel"
91,de,-0.260603203,Ausstellung [SEP] Wir besuchten gemeinsam die Ausstellung des Künstlers. [SEP] e_________ [SEP] exhibition
92,de,0.366525629,Spritze [SEP] Sie braucht eine tägliche Spritze Insulin. [SEP] i________ [SEP] injection
93,de,2.960306817,Papa [SEP] Ich nenne meinen Vater PapI. [SEP] d____ [SEP] daddy
94,de,2.608008065,Erwachsener [SEP] Tickets für Erwachsene kosten 12 Euro. [SEP] a____ [SEP] adult
95,de,-2.935482449,Unruhe [SEP] Es war eine Zeit der politischen Unruhe in der Geschichte des Landes. [SEP] t_________ [SEP] turbulence
96,de,-1.465491744,Echtheit [SEP] Ich zweifle die Echtheit dieses Dokuments an. [SEP] a___________ [SEP] authenticity
97,de,2.744341337,zehn [SEP] Sie hat zehn Knödel gegessen. [SEP] t__ [SEP] ten
98,de,-0.407523044,Schranke [SEP] Die Schranke des Bahnübergangs ist geschlossen. [SEP] b______ [SEP] barrier
99,de,0.390577733,Kommentar [SEP] Bitte hör jetzt auf mit deinen sarkastischen Kommentaren. [SEP] c______ [SEP] comment
100,de,4.252493959,englisch [SEP] Ich lese ein englisches Buch. [SEP] e______ [SEP] english
101,de,3.941696937,Elite [SEP] Meine Kinder machten ihren Abschluss an einer Eliteuniversität. [SEP] e____ [SEP] elite
102,de,-2.986326142,reißen [SEP] In genau diesem Moment riss das Seil und die Fracht fiel ins Wasser. [SEP] s___ [SEP] snap
103,de,1.246002231,Leben [SEP] Jedes Leben ist kostbar. [SEP] l___ [SEP] life
104,de,1.311924746,"sicher [SEP] Weißt du, wo Maria ist? – Nein, ich bin mir nicht sicher. [SEP] s___ [SEP] sure"
105,de,1.483731544,"versprechen [SEP] Du musst mir versprechen, dass du jeden Tag anrufst. [SEP] p______ [SEP] promise"
106,de,0.907172443,kämpfen [SEP] Mein Großvater kämpfte im Zweiten Weltkrieg. [SEP] f____ [SEP] fight
107,de,0.486817888,Zweifel [SEP] Ich bin voller Zweifel. [SEP] d____ [SEP] doubt
108,de,-2.207585202,anschaulich [SEP] Wir hörten einen anschaulichen Bericht über die Ereignisse. [SEP] v____ [SEP] vivid
109,de,-3.648614079,atemberaubend [SEP] Die Aussicht vom Gipfel aus war wirklich atemberaubend. [SEP] s__________ [SEP] spectacular
110,de,-1.240045421,jdn/etw [SEP] Ich habe das Kind beim Zebrastreifen fast übersehen. [SEP] o_______ [SEP] overlook
111,de,0.34612255,einen [SEP] Sie hat an der Universität in Wien ihren Abschluss gemacht. [SEP] g_______ [SEP] graduate
112,de,-2.930150002,belasten [SEP] Der lange Abstieg ins Tal belastet die Kniegelenke. [SEP] s_____ [SEP] strain
113,de,-0.121909851,verbunden [SEP] Die Gesellschaft und die mit ihr verbundenen Unternehmen werden überprüft. [SEP] a_________ [SEP] associated
114,de,-1.207930443,"weben [SEP] Er brauchte Monate, um diesen Teppich zu weben. [SEP] w____ [SEP] weave"
115,de,0.890344881,Sammlung [SEP] Anna hat eine riesige Sammlung von antiken Büchern zu Hause. [SEP] c_________ [SEP] collection
116,de,-1.240926653,Schrotflinte [SEP] Der Täter besaß eine Schrotflinte und benutzte ein Motorrad als Fluchtfahrzeug. [SEP] s______ [SEP] shotgun
117,de,-2.224351724,"einschätzen [SEP] Das Team versuchte einzuschätzen, ob er für den Job geeignet ist. [SEP] a_____ [SEP] assess"
118,de,-1.040160185,subjektiv [SEP] Jeder legt diese Aufgabe subjektiv aus und kommt zu einem anderen Ergebnis. [SEP] s___________ [SEP] subjectively
119,de,-1.624880493,Notwendigkeit [SEP] Für viele Menschen ist eine Tasse Kaffee am frühen Morgen eine Notwendigkeit. [SEP] n________ [SEP] necessity
120,de,-1.247711226,"in [SEP] Für sie besteht Glück darin, eine gesunde und glückliche Familie zu haben. [SEP] c______ [SEP] consist"
121,de,0.923223478,Rückkehr [SEP] Nach seiner Rückkehr feierten wir ein großes Fest. [SEP] r_____ [SEP] return
122,de,0.012807918,lagern [SEP] Meine Mutter lagert hunderte Gläser mit Marmelade im Keller. [SEP] s____ [SEP] store
123,de,2.267141762,Cowboy [SEP] Der Cowboy reitet auf einem Pferd. [SEP] c_____ [SEP] cowboy
124,de,-1.764276789,Lager [SEP] Wir sollten dieses Produkt auf Lager haben. [SEP] s____ [SEP] stock
125,de,2.871450697,Hass [SEP] Er schaute sie voller Hass an. [SEP] h___ [SEP] hate
126,de,0.918178965,"kochen [SEP] Gib die Spaghetti erst ins Wasser, wenn es richtig kocht. [SEP] b___ [SEP] boil"
127,de,-2.50543436,Kälteschauer [SEP] Sie trug einen dicken Mantel gegen den Kälteschauer. [SEP] c____ [SEP] chill
128,de,-1.659459381,Untätigkeit [SEP] Ich muss etwas gegen die Untätigkeit dieser Kinder unternehmen. [SEP] i_________ [SEP] inactivity
129,de,-1.267158248,umgewandelt [SEP] Die umgewandelte Datei funktioniert nicht auf meinem Computer. [SEP] c________ [SEP] converted
130,de,-3.225969896,sich [SEP] Der angekündigte Lehrermangel hat sich nie verwirklicht. [SEP] m__________ [SEP] materialize
131,de,-0.734387441,Jugendlicher [SEP] Der Film ist für einen Jugendlichen geeignet. [SEP] y________ [SEP] youngster
132,de,-1.474098776,einreichen [SEP] Nächste Woche werden wie den Antrag einreichen. [SEP] s_____ [SEP] submit
133,de,2.491881176,Weinen [SEP] Das Weinen hatte kein Ende. [SEP] c_____ [SEP] crying
134,de,-1.24388308,"warm [SEP] Zieht euch warm an, ihr seid die Kälte hier nicht gewohnt. [SEP] w_____ [SEP] warmly"
135,de,1.250259614,pro [SEP] Die Firma zahlt ihm 15 Euro pro Stunde. [SEP] p__ [SEP] per
136,de,-2.242341884,Quäntchen [SEP] Dieses Ergebnis nahm ihm das letzte Quäntchen Hoffnung. [SEP] q______ [SEP] quantum
137,de,-1.470396402,"Stapel [SEP] Der Stapel an ungeöffneten Briefen fällt einem sofort auf, wenn man in das Büro kommt. [SEP] s____ [SEP] stack"
138,de,1.518879993,Archiv [SEP] Im Archiv werden viele wichtige Dokumente und Akten gelagert. [SEP] a______ [SEP] archive
139,de,-0.945752121,reizen [SEP] Ich bin total entspannt. Du kannst mich mit deinen blöden Kommentaren nicht reizen. [SEP] i_______ [SEP] irritate
140,de,-1.257276239,Naturereignis [SEP] Die letzten Überschwemmungen waren ein Naturereignis mit verheerenden Folgen. [SEP] c__________ [SEP] catastrophe
141,de,2.348575044,"klicken [SEP] Als wir uns der Sehenswürdigkeit näherten, hörten wir die Kameras klicken. [SEP] c____ [SEP] click"
142,de,4.060356116,nicht [SEP] Sandra hat heute nicht angerufen. [SEP] n__ [SEP] not
143,de,-0.891838076,wahrscheinlich [SEP] Er geht gerade nicht ans Telefon. Er ist wahrscheinlich im Keller. [SEP] p_______ [SEP] probably
144,de,0.525559573,jdn/etw [SEP] Die Firmen werden aufgrund ihrer Erfolge beurteilt. [SEP] j____ [SEP] judge
145,de,-0.933732761,chronologisch [SEP] Die Ereignisse sind chronologisch geordnet. [SEP] c______________ [SEP] chronologically
146,de,0.956895512,statisch [SEP] Die Verkaufszahlen für dieses Modell sind statisch. [SEP] s_____ [SEP] static
147,de,0.335387387,Vertrag [SEP] Sie bekam sofort einen unbefristeten Arbeitsvertrag. [SEP] c_______ [SEP] contract
148,de,1.002312137,Feminismus [SEP] Der Feminismus kämpft für die Rechte der Frauen. [SEP] f_______ [SEP] feminism
149,de,-2.451129424,"Internetseite [SEP] Wir haben im Kurs gelernt, wie man eine Internetseite erstellt. (NICHT: Website) [SEP] w______ [SEP] webpage"
150,de,-0.179803142,erhalten [SEP] Wir haben Ihre Bestellung gestern erhalten. [SEP] r______ [SEP] receive
151,de,1.10215892,winzig [SEP] Nur eine winzige Minderheit vertritt diese Ansicht. [SEP] t___ [SEP] tiny
152,de,-3.136131713,Strategie [SEP] Die Geschäftsleitung arbeitet gerade an einer neuen Strategie. [SEP] p_____ [SEP] policy
153,de,0.32527474,zweitens [SEP] Erstens ist das Wetter heute prächtig und zweitens solltet ihr alle ohnehin an die frische Luft. [SEP] s_______ [SEP] secondly
154,de,0.190760313,Mystiker [SEP] Die Mystikerin glaubt an eine Verschwörung. [SEP] m_____ [SEP] mystic
155,de,1.420142049,Versprechen [SEP] Er hat sein Versprechen eingelöst und mit ihnen einen Ausflug aufs Land gemacht. [SEP] p______ [SEP] promise
156,de,0.153215908,Sterblichkeit [SEP] Das oberste Ziel ist die Senkung der Kindersterblichkeit. [SEP] m________ [SEP] mortality
157,de,1.735932066,Nylon [SEP] Die Schneiderin näht mit einem Nylonfaden. [SEP] n____ [SEP] nylon
158,de,-2.823917771,wesentliche [SEP] Wir gehen hier ein wesentliches Risiko ein. [SEP] s__________ [SEP] substantial
159,de,-1.850446056,starr [SEP] Das Metall war äußerst starr und hart. [SEP] r____ [SEP] rigid
160,de,-0.945808662,Tat [SEP] Er hat eine gute Tat vollbracht. [SEP] d___ [SEP] deed
161,de,-2.81171856,Bauunternehmer [SEP] Sie arbeitet als Bauunternehmerin in Kanada. [SEP] d________ [SEP] developer
162,de,-2.758859511,empfänglich [SEP] Er war als Chef immer empfänglich für neue Ideen. [SEP] r________ [SEP] receptive
163,de,-0.224507612,"stark [SEP] Meinem Vater wurde stark empfohlen, seine Ernährung umzustellen. [SEP] s_______ [SEP] strongly"
164,de,-0.428989944,verhältnismäßig [SEP] Diese Prüfung war verhältnismäßig einfach. [SEP] r_________ [SEP] relatively
165,de,-2.163293317,bewohnen [SEP] Die Familie Müller bewohnt diese Farm seit Jahrzehnten. [SEP] o_____ [SEP] occupy
166,de,1.208062765,Albtraum [SEP] Das Kind hatte einen bösen Albtraum. [SEP] n________ [SEP] nightmare
167,de,-2.786846584,Mobilmachung [SEP] Die Gruppe hat sich für die Mobilmachung der Wirtschaft eingesetzt. [SEP] m___________ [SEP] mobilization
168,de,3.082731392,mein [SEP] Das Weinglas auf dem Tisch ist meins. [SEP] m___ [SEP] mine
169,de,0.412789654,Phönix [SEP] Die Phönix ist das Sinnbild der Unsterblichkeit. [SEP] p______ [SEP] phoenix
170,de,1.836711205,vielleicht [SEP] Es kamen vielleicht zwanzig Leute zu seiner Feier. [SEP] m____ [SEP] maybe
171,de,-3.813078126,vernehmlich [SEP] Viele Menschen protestierten vernehmlich gegen die Pläne der Regierung. [SEP] v______ [SEP] vocally
172,de,2.603526089,Träumer [SEP] Du bist ein Träumer! [SEP] d______ [SEP] dreamer
173,de,0.226406226,experimentell [SEP] Der neuen Methode sind jahrelange experimentelle Versuche vorausgegangen. [SEP] e___________ [SEP] experimental
174,de,2.491420746,rein [SEP] Wir konnten mehrere Klumpen reines Gold aus dem Fluss sieben. [SEP] p___ [SEP] pure
175,de,2.59316423,elektrisch [SEP] Sie kauften einen elektrischen Bohrer. [SEP] e_______ [SEP] electric
176,de,-1.487760623,Kerl [SEP] Er ist ein netter Kerl. [SEP] f_____ [SEP] fellow
177,de,-0.799885037,ermutigend [SEP] Seine Worte waren ermutigend. [SEP] e__________ [SEP] encouraging
178,de,-1.944515913,"kippen [SEP] Die Sitze kippen nach vorne, wenn man diesen Hebel betätigt. [SEP] t___ [SEP] tilt"
179,de,-2.786763654,wütend [SEP] Der wütende Mann konnte sich nur langsam beruhigen. [SEP] f________ [SEP] furiously
180,de,-1.980998654,wirksam [SEP] Das ist ein wirksames Medikament. [SEP] e________ [SEP] effective
181,de,-1.971437787,"ausdrücklich [SEP] Ich sagte ihm ausdrücklich, dass er an diesem Tag an der Veranstaltung teilnehmen musste. [SEP] e_________ [SEP] explicitly"
182,de,-2.416662902,Fusion [SEP] Die Fusion der beiden Firmen ist bereits abgeschlossen. [SEP] m_____ [SEP] merger
183,de,2.712899134,bald [SEP] Bitte schicke mir die E-Mail so bald wie möglich. [SEP] s___ [SEP] soon
184,de,-2.394661815,"wiederbeleben [SEP] Die Gelder werden dafür verwendet, den Ortskern wiederzubeleben. [SEP] r_________ [SEP] regenerate"
185,de,0.96993815,Verstand [SEP] Die alte Frau hat ihren Verstand verloren. [SEP] m___ [SEP] mind
186,de,3.276458368,Zug [SEP] Ich muss den Zug nach Edinburgh unbedingt erreichen. [SEP] t____ [SEP] train
187,de,1.444546624,Brutalität [SEP] Die Brutalität des Überfalls ist unfassbar. [SEP] b________ [SEP] brutality
188,de,-3.86907664,Stelle [SEP] Ich habe die richtige Stelle für dich gefunden. Du solltest dich für diesen Job bewerben. [SEP] n____ [SEP] niche
189,de,-2.356797266,einführen [SEP] Der Chef hat die neuen Regelungen nie umgesetzt. [SEP] i________ [SEP] implement
190,de,0.858594922,Mozzarella [SEP] Ich hätte gerne einen Tomaten-Mozzarella-Salat. [SEP] m_________ [SEP] mozzarella
191,de,-2.729649021,sich [SEP] Deutschlands Regierung verpflichtet sich zu sofortigen Hilfsmaßnahmen. [SEP] p_____ [SEP] pledge
192,de,-0.411402875,Anwesenheit [SEP] Die Lehrerin nahm meine Anwesenheit nicht zur Kenntnis. [SEP] p_______ [SEP] presence
193,de,2.30673801,"Ding [SEP] Leg dieses Ding weg, wenn ich mich mit dir unterhalte! [SEP] t____ [SEP] thing"
194,de,0.684100882,unregelmäßige [SEP] Man kann nur unregelmäßige Herztöne hören. [SEP] i________ [SEP] irregular
195,de,-1.301240446,erschüttert [SEP] Die erschütterten Augenzeugen standen betreten neben dem Unfallort. [SEP] s______ [SEP] shocked
196,de,2.235780849,weniger [SEP] Du solltest eindeutig mehr lernen und weniger mit mir diskutieren. [SEP] l___ [SEP] less
197,de,-0.633311762,kränklich [SEP] Ihre Haut sah blass und kränklich aus. [SEP] u________ [SEP] unhealthy
198,de,-4.758644309,gemäß [SEP] Die Arbeit wurde gemäß der Gebäudevorschriften renoviert. [SEP] c_________ [SEP] compliance
199,de,1.900717954,Klinik [SEP] Sie lässt sich in einer geburtsvorbereitenden Klinik beraten. [SEP] c_____ [SEP] clinic
200,de,-0.960264824,Mietbetrag [SEP] Der Mietbetrag für dieses Auto ist wirklich verhältnismäßig sehr günstig. [SEP] r_____ [SEP] rental
201,de,1.54051535,Viertel [SEP] Es ist Viertel vor fünf. [SEP] q______ [SEP] quarter
202,de,0.535093449,"Schwangerschaft [SEP] Eine geplante Schwangerschaft ist ein guter Grund, um regelmäßig Sport zu treiben. [SEP] p________ [SEP] pregnancy"
203,de,-3.504409281,unterstreichen [SEP] Ihr könnt die wichtigsten Wörter rot unterstreichen. [SEP] u_________ [SEP] underscore
204,de,-0.133856095,Prüfen [SEP] Das Prüfen und Beurteilen sind wichtige Elemente des Schulbetriebs. [SEP] t______ [SEP] testing
205,de,0.715100703,Gesellschaft [SEP] In einer modernen Gesellschaft kann der Einzelne mehr über das eigene Leben entscheiden als in einer rückständigen Gesellschaft. [SEP] s______ [SEP] society
206,de,1.422369512,"Kapitalist [SEP] Ein Kapitalist ist bemüht, seinen Reichtum und Wohlstand zu vergrößern. [SEP] c_________ [SEP] capitalist"
207,de,-1.445741026,misstrauisch [SEP] Er warf ihr einen misstrauischen Blick zu. [SEP] s_________ [SEP] suspicious
208,de,-1.265597214,Riss [SEP] Unsere neue Dachterrasse hat schon Risse. [SEP] c____ [SEP] crack
209,de,0.759598866,beliebt [SEP] Diese Marke ist gerade bei Jugendlichen sehr beliebt. [SEP] p______ [SEP] popular
210,de,1.262105167,oft [SEP] Dieses Nagetier hat in der Kanalisation unserer Stadt leider Überhand gewonnen und muss wieder zurückgedrängt werden. [SEP] r__ [SEP] rat
211,de,1.250933369,Kopf [SEP] Beim Sturz hat er sich am Kopf verletzt. [SEP] h___ [SEP] head
212,de,0.028352469,Bestätigung [SEP] Ich habe die Versandbestätigung per Mail erhalten. [SEP] c___________ [SEP] confirmation
213,de,-3.653213321,"ziemlich [SEP] Wir sind uns ziemlich sicher, dass wir das Problem bald lösen können. [SEP] r_________ [SEP] reasonably"
214,de,1.166091161,Zuwanderer [SEP] Europa hat viele Zuwanderer aufgenommen. [SEP] m______ [SEP] migrant
